legal_entity_id	estimated_number_employees	nace_code	secondary_nace_code	task
61077562	6875.0	841.0		none
61077590	5035.0	8542.0		none
61077612	2526.0	1721.0	4649.0	none
61077631	1234.0	1623.0	1621.0	none
61077632	10.0	4672.0		none
61077633	20.0	28.0		none
61077646	8.0	2830.0	28.0	none
61077756	9000.0	2712.0		none
61077832	179.0	4649.0		none
61077874	21.0	7111.0		none
61077875	45.0	2052.0		none
61077921	6.0	4674.0	4791.0	none
61077930	75.0	4399.0	494.0	none
61077937	141.0	2894.0	7112.0	none
61077945	60018.0	8430.0		none
61077946	775.0	4719.0	4711.0	none
61078014		8541.0		none
61078077	96.0	2651.0	3299.0	none
61078087	16784.0	5229.0		none
61078103	62.0	141.0		none
61078176	5.0	4754.0		none
61078226	18.0	8730.0		none
61078259	9.0	2829.0	332.0	none
61078288				none
61078303	14616.0	1419.0	4642.0	none
61078332	50.0	1629.0	2229.0	none
61078367	21.0	2562.0	4120.0	none
61078384	48.0	8413.0		none
61078412	176.0	2229.0	4612.0	none
61078426	32.0	6201.0		none
61078436	112.0	2550.0	2550.0	none
61078533	5.0	4791.0		none
61078549	64.0	28.0	2811.0	none
61078612	269.0	4329.0	4321.0	none
61078644				none
61078646	35.0	4321.0	4222.0	none
61078652	100.0	3020.0	3317.0	none
61078669	28.0	7410.0		none
61078695				none
61078701	50.0	4674.0	4674.0	none
61078778	111.0	2562.0	2841.0	none
61078860	5.0	3521.0		none
61078876	150.0	9609.0	4729.0	none
61078902	5.0	6910.0		none
61078971	2168.0	4931.0	4939.0	none
61079048	275.0	2732.0	4643.0	none
61079084	2075.0	8542.0		none
61079168	153.0	2013.0	4675.0	none
61079489	55.0	4669.0	2790.0	none
61079506	13.0	8531.0		none
61079507	58.0	2899.0	2651.0	none
61079535	30.0	8411.0		none
61079571	5.0	7112.0	8299.0	none
61079621	50.0	6110.0		none
61079622	30.0	4321.0		none
61079637	30.0	3600.0	3811.0	none
61079676	16.0	2562.0		none
61079711	6.0	889.0		none
61079723	5.0	28.0	2829.0	none
61079728	9.0	620.0	4614.0	none
61079876	32.0	6201.0	2620.0	none
61079886	20.0	8292.0	1812.0	none
61080005	100.0	2229.0	2841.0	none
61080029	3.0	2561.0	2670.0	none
61080055	92.0	2361.0	2369.0	none
61080056	10.0	4646.0		none
61080110	50.0	9609.0		none
61080271	5.0	662.0		none
61080317	15.0	2562.0	2599.0	none
61080338	21.0	2222.0		none
61080351	5.0	1629.0	4613.0	none
61080353	279.0	2611.0		none
61080506	859.0	3312.0	9529.0	none
61080533	4015.0	2572.0	222.0	none
61080561	1308.0	8411.0		none
61080677	136.0	2849.0	4662.0	none
61080760	35.0	25.0	2562.0	none
61080784	16.0	2219.0	222.0	none
61080810	470.0	7490.0	8020.0	none
61080983	5.0	265.0		none
61081093	5.0	7112.0		none
61081158	140.0	2670.0	4643.0	none
61081214	5.0	7311.0		none
61081341	17.0	4674.0		none
61081347	100.0	28.0		none
61081660		241.0		none
61081852	61.0	8621.0		none
61081908	5.0	7911.0		none
61081977	5.0	5510.0		none
61082043	80.0	7112.0	4651.0	none
61082049	5.0	8299.0		none
61082069	3.0	7739.0	6820.0	none
61082090	12824.0	8542.0		none
61082194	5.0	8622.0		none
61082203	5.0	620.0		none
61082367	58.0	9200.0		none
61082425	150.0	7022.0	7830.0	none
61082481	8.0	8299.0	3821.0	none
61082507	5.0	2229.0		none
61082511	5.0	30.0		none
61082661	5.0	4776.0		none
61082671	5.0	2550.0	2444.0	none
61082676	78.0	8610.0		none
61082681	144.0	3700.0	8129.0	none
61082684	74.0	721.0		none
61082691	40.0	8559.0		none
61082700	169.0	6920.0	8299.0	none
61082704	5.0	4520.0		none
61082709	3.0	7111.0	7112.0	none
61082727	25.0	1814.0		none
61082736	4929.0	8542.0		none
61082748	78.0	2573.0	3311.0	none
61082765	100.0	6910.0		none
61082910	103.0	2611.0		none
61082955	10.0	4662.0	2562.0	none
61082984	20.0	2562.0	6420.0	none
61083143	5.0	2562.0		none
61083270	39.0	4614.0	4669.0	none
61083272	340.0	3600.0		none
61083299	36.0	2670.0		none
61083338	2100.0	8710.0		none
61083348	12.0	1812.0		none
61083383		712.0		none
61083384	5.0	6832.0		none
61083386	17.0	4674.0	4669.0	none
61083438	22.0	2573.0	1629.0	none
61083453	13.0	2561.0		none
61083469	70.0	4633.0		none
61083541	5.0	150.0		none
61083602	59.0	1721.0		none
61083612	35.0	2572.0	4334.0	none
61083623		161.0		none
61083642	3001.0	8411.0		none
61083645	25.0	4333.0		none
61083657	35.0			none
61083660	5.0	4690.0	4791.0	none
61083664	5.0	7112.0		none
61083693	5.0	7112.0		none
61083701	32.0	4672.0	2611.0	none
61083704	32.0	2651.0		none
61083735	232.0	2814.0	2562.0	none
61083750	22.0	2573.0		none
61083806	4.0	8621.0		none
61083822	53.0	28.0	2790.0	none
61083857	5.0	7500.0		none
61083868	5.0	113.0		none
61084039	3.0	2611.0		none
61084051	331.0	1723.0		none
61084093	11.0	2611.0	6201.0	none
61084122	42.0	1722.0	21.0	none
61084148	95.0	8299.0		none
61084176	41188.0	2815.0	2899.0	none
61084201		144.0		none
61084539	40.0	2591.0		none
61084577	214.0	4648.0	4777.0	none
61084644	75.0	2512.0		none
61084713	30.0	6201.0	6201.0	none
61084728	52.0	3312.0	8299.0	none
61084827	15.0	4120.0	4213.0	none
61084855	8.0	4759.0	4647.0	none
61084863	104.0	2611.0	2651.0	none
61084932	30.0	1820.0	1813.0	none
61084936	83.0	2511.0		none
61084966	12.0	2815.0		none
61084970	73.0	2611.0		none
61084982	5.0	8299.0		none
61085061	161.0	1107.0	4634.0	none
61085116	2.0	8230.0		none
61085222	51.0	5821.0	960.0	none
61085328	980.0	8610.0	7010.0	none
61085354	70.0	2651.0	2611.0	none
61085391	79.0	4646.0	3250.0	none
61085468	56.0	2899.0	2562.0	none
61085493	1000.0	9313.0		none
61085553	435.0	2815.0		none
61085571	17000.0	2751.0	4643.0	none
61085612	15.0	2891.0	2562.0	none
61085618	213.0	8423.0		none
61085752	12.0	6201.0	6311.0	none
61085756	45.0	4334.0		none
61085780	9.0	2651.0	4669.0	none
61085831	2.0	2223.0	4613.0	none
61085848	45.0	3312.0	4669.0	none
61085851	68.0	8542.0		none
61085881	313.0	2790.0	282.0	none
61085913	5.0	8690.0		none
61085927	29.0	4615.0		none
61085973	5.0	7112.0	4669.0	none
61086101	6.0	45.0		none
61086111	3400.0	8425.0		none
61086136	100.0	5510.0		none
61086163	44.0	2319.0	4644.0	none
61086183	34.0	2712.0	2790.0	none
61086206	24.0	2561.0		none
61086238	6.0	4741.0	6201.0	none
61086270	151.0	2451.0	2573.0	none
61086327	728.0	5229.0	4941.0	none
61086412	2.0	4675.0		none
61086555	5.0	8622.0		none
61086637	108.0	4636.0	1082.0	none
61086668	39.0	4391.0	1623.0	none
61086775	8.0	2651.0		none
61086783	61.0	4120.0	9003.0	none
61086785	16.0	2222.0	4676.0	none
61086823	10.0	8622.0		none
61086908	196.0	3240.0	4649.0	none
61086955	24096.0	4752.0		none
61087029	250.0	8899.0		none
61087046	198.0	9319.0	9311.0	none
61087058	4.0	841.0		none
61087071	1368.0	6419.0		none
61087073	144.0	8292.0		none
61087114	72.0	4931.0		none
61087249	5.0	7112.0		none
61087253	86.0	2593.0		none
61087284	2.0	7112.0	2712.0	none
61087324	793.0	6419.0		none
61087349	5.0	4646.0	6499.0	none
61087474	64.0	8130.0	4622.0	none
61087491	7.0	5229.0		none
61087530	13.0	4332.0	1623.0	none
61087617	225.0	6201.0	6202.0	none
61087623	23.0	8130.0		none
61087869	5.0	94.0		none
61087932	5.0	15.0		none
61087968	5.0	6920.0		none
61087991	485.0	2829.0	2849.0	none
61088035	1600.0	8810.0		none
61088069	100.0	2712.0	2599.0	none
61088108	5.0	8610.0		none
61088112	50.0	2222.0		none
61088126	75.0	8531.0		none
61088165	63.0	2593.0	2431.0	none
61088184	550.0	8411.0		none
61088212	57.0	4322.0	2825.0	none
61088222	5.0	4752.0		none
61088262	77.0	2529.0	2599.0	none
61088302	37.0	711.0		none
61088328	5.0			none
61088359	400.0	2015.0		none
61088363	198.0	2790.0		none
61088369	100.0	8690.0	8621.0	none
61088389	331.0	2573.0	2229.0	none
61088396	191.0	1812.0	1721.0	none
61088420	7.0	4221.0		none
61088425	5.0	7120.0		none
61088456	520.0	8542.0		none
61088469	38.0	4643.0	4647.0	none
61088488	35.0	9200.0		none
61088492	19.0	9200.0	7490.0	none
61088533	9.0	9609.0		none
61088787	5.0	4674.0		none
61088878	120.0	620.0		none
61088924	5.0	9499.0		none
61088934	3.0	7010.0	6420.0	none
61088949	184.0	4643.0	4643.0	none
61088954	231.0	4674.0	4669.0	none
61089011	9.0	7120.0	5221.0	none
61089070	55.0	4759.0	4649.0	none
61089085	4.0	8299.0		none
61089100	5.0	7219.0		none
61089111	341.0	1032.0		none
61089223	202.0	6201.0	7010.0	none
61089312	10.0	4334.0		none
61089324	18.0	2899.0	6201.0	none
61089439	8.0	7320.0		none
61089482	210.0	2814.0		none
61089581	19.0	4120.0	7311.0	none
61089586	40.0	6419.0		none
61089596	21.0	4752.0		none
61089620	1300.0	2910.0		none
61089695		1512.0		none
61089770	370.0	5222.0	5210.0	none
61089782	63.0	5510.0	5510.0	none
61089850	625.0	2899.0		none
61089895	36.0	2899.0		none
61089945	250.0	8899.0		none
61090028	15.0	7112.0	9609.0	none
61090120	43.0	4671.0	494.0	none
61090137	9.0	8520.0		none
61090146	330.0	1414.0	1391.0	none
61090203	33.0	4674.0	2512.0	none
61090240	7.0	4614.0	2630.0	none
61090241	160.0	2562.0	2550.0	none
61090275	7.0	2651.0	2651.0	none
61090294	6.0	2829.0	4669.0	none
61090298	132.0	222.0	4615.0	none
61090375	23.0	2445.0	205.0	none
61090439	310.0	4661.0	3312.0	none
61090450	25.0	2229.0		none
61090455	216.0	2320.0	4669.0	none
61090563	5.0	3521.0		none
61090803	2.0	453.0	8110.0	none
61090957	16784.0	5229.0		none
61091001	300.0	1072.0		none
61091007	130.0	2815.0	2611.0	none
61091057	41.0	4663.0	4752.0	none
61091099	10.0	28.0		none
61091266	1105.0	8542.0		none
61091283	195.0	7912.0	4932.0	none
61091326	100.0	8690.0		none
61091394	1.0	4643.0	477.0	none
61091401	26.0	4672.0	7112.0	none
61091419	47.0	4632.0	4722.0	none
61091458	6869.0	421.0	412.0	none
61091526	20.0	8730.0		none
61091534		8541.0		none
61091556	118.0	6910.0		none
61091647	30.0	4643.0	7112.0	none
61091727	15.0	4321.0		none
61091732	14.0	2815.0	4669.0	none
61091741	39.0	841.0		none
61091749	6000.0	8424.0		none
61091755	123.0	4669.0	2815.0	none
61091868	4687.0	4614.0		none
61091875	232.0	7739.0	3811.0	none
61091891		4741.0		none
61091894	30.0	45.0	4532.0	none
61091945	730.0	8422.0		none
61091951	9.0	2651.0	4669.0	none
61091970	99.0	1394.0	4690.0	none
61092097	99.0	8292.0		none
61092098	5.0	620.0		none
61092111	172.0	1712.0		none
61092125	99.0	5229.0	5229.0	none
61092148	5.0	862.0		none
61092151	189.0	1071.0	1072.0	none
61092154	50.0	4672.0	4672.0	none
61092205	19.0	2899.0	4669.0	none
61092210	5.0	4615.0		none
61092227	5.0	2711.0	2712.0	none
61092240	15.0	8424.0		none
61092254	8250.0	8424.0		none
61092278	219.0	6419.0		none
61092351	5.0	461.0		none
61092443	45.0	4637.0	1083.0	none
61092446	50.0	2899.0	2651.0	none
61092465	49.0	2814.0		none
61092523	5.0	3212.0		none
61092530	2.0	4752.0	9609.0	none
61092540	99.0	2910.0		none
61092550	15.0	4532.0	2932.0	none
61092569	87.0	1920.0		none
61092587	2000.0	2932.0	2573.0	none
61092619	277.0	3250.0		none
61092627	100.0	1330.0		none
61092718	5.0	2562.0		none
61092724	5.0	9609.0		none
61092764	5.0	4618.0		none
61092971	83.0	3513.0		none
61092989	5.0	801.0	8020.0	none
61092994	1000.0	4910.0		none
61092996				none
61093036	45.0	4329.0	2611.0	none
61093090	6.0	4662.0		none
61093093	19.0	7112.0	72.0	none
61093149	4.0	4741.0		none
61093234	49.0	6612.0		none
61093318		232.0		none
61093346	125.0	3099.0		none
61093374	54.0	28.0	4669.0	none
61093411	6363.0	4399.0		none
61093444	5.0	9609.0		none
61093450	3.0	72.0	6820.0	none
61093500	1.0	4651.0		none
61093527	7.0	8510.0		none
61093533	20.0	2599.0		none
61093567	1.0	4778.0	2229.0	none
61093636	5.0	2651.0		none
61093709	55.0	2813.0	2899.0	none
61093775	50.0	7112.0		none
61093791	45.0	222.0	2511.0	none
61093799	120.0	2829.0	3822.0	none
61093831	165.0	4631.0		none
61093886	150.0	2573.0	2891.0	none
61093934	1647.0	9311.0	9313.0	none
61094001	60.0	2712.0	2630.0	none
61094083	12.0	4631.0		none
61094087	39.0	2599.0	4672.0	none
61094096	21.0	2829.0		none
61094109	70.0	7112.0	7112.0	none
61094122	22.0	6202.0		none
61094248	86.0	2790.0		none
61094305	60.0	8810.0		none
61094385	11.0	8690.0		none
61094452	102.0	2511.0	28.0	none
61094485	5.0	4799.0		none
61094499	60.0	4520.0	4520.0	none
61094528	77.0	2420.0	3530.0	none
61094561	5.0	7112.0		none
61094572	13.0	2712.0	3320.0	none
61094593	32.0	702.0		none
61094694	5.0	271.0	4614.0	none
61094746	1.0	4329.0	3320.0	none
61094924	135.0	3811.0	3812.0	none
61094936	55.0	1013.0		none
61095019	60.0	2222.0		none
61095051		2591.0		none
61095069	19.0	8423.0		none
61095075	8489.0	8542.0		none
61095205	197.0	2511.0	4661.0	none
61095221	32.0	2740.0	4647.0	none
61095235	14.0	4329.0	9609.0	none
61095287	251.0	2651.0	281.0	none
61095406	47.0	2651.0	265.0	none
61095460	5.0	2899.0	7112.0	none
61095492	5.0	9609.0		none
61095566	7.0	9609.0	8810.0	none
61095584	31.0	8559.0		none
61095593	5.0	8622.0		none
61095602	1089.0	3600.0		none
61095632	105.0	8531.0		none
61095644	49.0	2899.0		none
61095713	12.0	2229.0	4649.0	none
61095758	5.0	8621.0	7111.0	none
61095767	5.0	4669.0		none
61095883	705.0	2732.0	2550.0	none
61095896	1000.0	842.0		none
61095920	354.0	2059.0	2059.0	none
61095925	28.0	1812.0	5819.0	none
61095957	5.0	4532.0		none
61095961	137.0	8411.0		none
61096009	900.0	8411.0		none
61096073	6.0	7120.0		none
61096080	7.0	2841.0	2849.0	none
61096235	100.0	2420.0	2562.0	none
61096290	250.0	2611.0		none
61096295	44.0	2899.0	2573.0	none
61096305	170000.0	4638.0		none
61096312	180.0	4672.0		none
61096329	5.0	4666.0		none
61096367	260.0	6202.0		none
61096424	504.0	3030.0		none
61096529	5.0	150.0		none
61096543	5.0	4614.0		none
61096665	5.0	150.0		none
61096705	42.0	1624.0	1623.0	none
61096766	324.0	8411.0		none
61096799	222.0	7112.0	6420.0	none
61096850	789.0	7010.0	6420.0	none
61096877	33.0	3312.0		none
61096895	539.0	5229.0	5210.0	none
61096932	17.0	2932.0	293.0	none
61097006	197.0	2312.0	4673.0	none
61097009	70.0	2312.0		none
61097017	38.0	2573.0		none
61097120	79000.0	4711.0		none
61097150	477.0	2059.0	4612.0	none
61097174	5.0	4752.0		none
61097179	133.0	9200.0		none
61097197				none
61097203	452.0	2332.0	2331.0	none
61097240	51.0	3240.0	172.0	none
61097305	250.0	8690.0	8422.0	none
61097309				none
61097339	5.0	2229.0		none
61097354	300.0	4672.0	2410.0	none
61097456	5.0	8622.0		none
61097480	38.0	2812.0		none
61097490	61.0	2410.0	4672.0	none
61097491	16784.0	5229.0		none
61097514	6.0	4511.0	4520.0	none
61097544	22.0	4669.0	2790.0	none
61097555	3.0	4615.0	4614.0	none
61097589	10.0	1812.0		none
61097703	2245.0	4672.0		none
61097743	5.0	4333.0		none
61097853	7051.0	8730.0	8899.0	none
61097863	1990.0	7311.0	7021.0	none
61097892	5.0	3900.0	7112.0	none
61098098	118.0	8411.0		none
61098121	86.0	3250.0	4774.0	none
61098197	3000.0	2362.0		none
61098209	32.0	6202.0	6201.0	none
61098212	5.0	4511.0		none
61098219	70.0	6203.0	4741.0	none
61098266	21.0	8520.0		none
61098269	73.0	1721.0		none
61098323	130.0	6201.0	6202.0	none
61098367	142.0	6201.0	4741.0	none
61098385	5.0	620.0	9511.0	none
61098451	556.0	1621.0	4673.0	none
61098489	5.0	2822.0		none
61098665	87.0	2229.0	2573.0	none
61098685		2561.0		none
61098768		255.0		none
61098787	2.0	7022.0		none
61098823	400.0	7219.0		none
61098839	19.0	2651.0		none
61098845	466.0	2013.0		none
61098849	254.0	721.0	7219.0	none
61098853	2.0	4532.0		none
61098855	401.0	8610.0		none
61098860	311.0	1920.0	2059.0	none
61098918	9.0	4669.0		none
61098974		3011.0		none
61099069		2219.0		none
61099095	321.0	871.0	4791.0	none
61099167	106.0	2041.0	2042.0	none
61099188	800.0	3811.0		none
61099269	2500.0	7022.0	4741.0	none
61099325				none
61099332		5229.0		none
61099347	5.0	2651.0		none
61099362	62.0	4674.0	4669.0	none
61099368	18.0	6201.0	6209.0	none
61099445	99.0	7219.0		none
61099555	309.0	2841.0	2573.0	none
61099576	99.0	2829.0		none
61099577	97.0	4638.0		none
61099624	169.0	4649.0	4791.0	none
61099744	99.0	4299.0		none
61099768	50.0	8532.0		none
61099775	25.0	8690.0	3250.0	none
61099791	29.0	251.0	2442.0	none
61099805		182.0		none
61099837	50.0	3600.0		none
61099976	5.0	620.0		none
61100072	49.0	2825.0		none
61100119	62.0	2573.0	2571.0	none
61100147	504.0	1052.0		none
61100152		7311.0		none
61100166	540.0	2899.0	4661.0	none
61100237	49.0	2651.0		none
61100251	1350.0	1013.0		none
61100260		411.0		none
61100265		3299.0		none
61100266	800.0	841.0		none
61100295	19.0	4663.0	4669.0	none
61100441		642.0		none
61100466	9.0	4719.0		none
61100484	2.0	7112.0		none
61100556				none
61100597	87.0	2815.0	4669.0	none
61100614	41.0	1092.0		none
61100618	4.0	2670.0		none
61100631	67.0	3299.0		none
61100652	3.0	6920.0		none
61100692		28.0		none
61100695	130.0	4332.0	3109.0	none
61100723	560.0	1623.0	4669.0	none
61100730	5.0	3230.0		none
61100796	19.0	2651.0		none
61100944	5.0	4615.0		none
61100960		113.0		none
61100968	233.0	2822.0		none
61100981	25.0	8810.0		none
61100990	42.0	8532.0		none
61101004		8121.0		none
61101016	45.0	2712.0		none
61101020	19.0	4339.0		none
61101083	60.0	5229.0		none
61101085	49.0	2841.0		none
61101102				none
61101133	1579.0	5510.0		none
61101140	600.0	2221.0	282.0	none
61101147	16.0	2511.0		none
61101157		8411.0		none
61101194	49.0	2829.0		none
61101196	4.0	329.0		none
61101244	5.0	620.0		none
61101371	19.0	46.0		none
61101373	5.0	66.0		none
61101408		5510.0		none
61101410	49.0	1812.0		none
61101428	123.0	1310.0		none
61101436		4651.0		none
61101484	5.0	7022.0		none
61101541	80.0	3600.0	351.0	none
61101546	19.0	2822.0		none
61101551	49.0	4669.0		none
61101553	137.0	2751.0	2899.0	none
61101588		701.0		none
61101635	3.0	4741.0		none
61101654		620.0		none
61101770	250.0	8899.0		none
61101799	2.0	2511.0		none
61101917		254.0		none
61101922	10.0	8413.0		none
61101970	5.0	4646.0		none
61102031	51.0	5229.0		none
61102033	121.0	4643.0	4643.0	none
61102066		8541.0		none
61102084				none
61102090	99.0	2611.0		none
61102091	30.0	2573.0	2562.0	none
61102128	190.0	8423.0		none
61102256	49.0	4636.0		none
61102350	191.0	3250.0	4646.0	none
61102359		7731.0		none
61102472	5.0	45.0		none
61102500	5.0	8110.0	8299.0	none
61102586	113000.0	841.0		none
61102619	2.0	960.0		none
61102634	347.0	8430.0		none
61102678	199.0	2594.0		none
61102840	9.0	2620.0		none
61102879		4673.0		none
61102887	63.0	1320.0		none
61102896	7.0	6202.0		none
61102934	4.0	620.0		none
61102948	103.0	2561.0		none
61102967	78.0	1039.0	1032.0	none
61102995	700.0	8422.0		none
61103011		2331.0		none
61103039	670.0	2825.0		none
61103040	19.0	4674.0		none
61103041	195.0	2790.0	4321.0	none
61103075	375.0	4642.0		none
61103102	49.0	4520.0		none
61103146	200.0	9104.0		none
61103368	2079.0	8610.0	8610.0	none
61103389	816.0	2893.0		none
61103398	130.0	841.0		none
61103678		84.0		none
61103690	5.0	4661.0		none
61103770	5.0	2790.0		none
61103827	99.0	2599.0		none
61103871	249.0	2059.0	4675.0	none
61103874		4751.0		none
61103906		721.0		none
61103921		2571.0		none
61104015	19.0	4391.0		none
61104054		7721.0		none
61104067	49.0	2829.0		none
61104093	99.0	8559.0		none
61104150	32.0	8810.0		none
61104177	19.0	2573.0		none
61104201	99.0	4391.0		none
61104333	15.0	7111.0	7111.0	none
61104547	800.0	2511.0	2561.0	none
61104585	372.0	1013.0	2222.0	none
61104598	943.0	2841.0		none
61104655	2.0	4669.0		none
61104658	32.0	6209.0	6110.0	none
61104734	120.0	2651.0		none
61104841	58.0	8520.0		none
61104932	203.0	5229.0	5229.0	none
61104934	25.0	2573.0	2841.0	none
61104937	80.0	2651.0	4643.0	none
61104939	19.0	4649.0		none
61104970	111.0	4791.0	1729.0	none
61104990	20.0	8532.0		none
61105028	99.0	28.0		none
61105042	17.0	889.0		none
61105072	199.0	7120.0		none
61105091	19.0	1812.0		none
61105128				none
61105133		4673.0		none
61105208	99.0	2550.0		none
61105221	218.0	4920.0		none
61105229		254.0		none
61105270	9.0	4674.0		none
61105275	1212.0	9491.0		none
61105280	113.0	2630.0	2611.0	none
61105338	49.0	2651.0		none
61105348	55.0	2790.0	4669.0	none
61105364	392.0	1729.0		none
61105425	307.0	5229.0	5229.0	none
61105509	50.0	8411.0		none
61105514				none
61105529	22.0	6810.0	4110.0	none
61105597	99.0	1413.0		none
61105646		411.0		none
61105728	607.0	2814.0	2651.0	none
61105747	38.0	3250.0		none
61105763	100.0	5510.0		none
61105778		113.0		none
61105785	230.0	255.0		none
61105826	7.0	949.0		none
61105871				none
61105964	10.0	8623.0		none
61106017	186.0	4511.0	4531.0	none
61106065	482.0	2815.0	4531.0	none
61106100	30.0	2829.0		none
61106148	19.0	2573.0		none
61106253	5.0	439.0		none
61106340	56.0	241.0	2511.0	none
61106359	19.0	2573.0		none
61106368		191.0		none
61106386	551.0	5229.0	7022.0	none
61106427	100.0	3811.0	8130.0	none
61106512		4646.0		none
61106535	199.0	7711.0		none
61106565		6420.0		none
61106658				none
61106742	22.0	4669.0	4674.0	none
61106859	2.0	4643.0		none
61106863	49.0	2711.0		none
61106883		8411.0		none
61106890	5.0	2611.0		none
61106898	9.0	4511.0		none
61106964				none
61106976	5.0	4618.0		none
61107041	112.0	2550.0	2573.0	none
61107093	5.0	6832.0		none
61107184	13.0	7010.0	7022.0	none
61107206		2591.0		none
61107208		9411.0		none
61107231	49.0	2899.0		none
61107245	51.0	2562.0	2445.0	none
61107255	838.0	1623.0		none
61107307	6.0	4511.0	4520.0	none
61107407	49.0	2229.0		none
61107429				none
61107458	90.0	3312.0	9609.0	none
61107932				none
61108050	19.0	4511.0		none
61108187	230.0	2453.0	2442.0	none
61108231	123.0	4531.0	4791.0	none
61108243	2.0	4339.0		none
61108291		2811.0		none
61108341				none
61108452		4641.0		none
61108475	159.0	2573.0		none
61108482	49.0	3020.0		none
61108498	19.0	3512.0		none
61108523	15.0	2651.0	2611.0	none
61108543	499.0	5510.0		none
61108587	953.0	3600.0		none
61108602				none
61108614	19.0	2573.0		none
61108758	19.0	2712.0		none
61108780	23.0	4752.0	4643.0	none
61108790	99.0	9609.0		none
61108824	480.0	4651.0	7733.0	none
61108889	496.0	2891.0	4612.0	none
61108938		4643.0		none
61109069	49.0	4520.0		none
61109075	750.0	1071.0	1072.0	none
61109089		91.0		none
61109095	180.0	2511.0		none
61109122	500.0	2670.0	2651.0	none
61109186	24.0	4690.0	4674.0	none
61109198	34.0	4120.0	4399.0	none
61109203	178.0	2593.0	251.0	none
61109227	598.0	5229.0	4520.0	none
61109364	6.0	711.0		none
61109370		121.0		none
61109410	1.0	7120.0	3312.0	none
61109500	199.0	2562.0		none
61109507		701.0		none
61109535	20.0	8424.0		none
61109588	933.0	6419.0		none
61109599	630.0	6201.0	4778.0	none
61109692	105.0	2899.0	2651.0	testing
61109715	5.0	4646.0		none
61109797		161.0		none
61109807	13.0	841.0		none
61109837	5.0	2651.0		none
61109887	456.0	8810.0		none
61109888		4531.0		none
61109917	19.0	2229.0		none
61109918	19.0	2829.0		none
61109939	12.0	201.0		none
61109960	43.0	2830.0	2562.0	none
61110032	303.0	6201.0		none
61110044	2.0	7022.0		none
61110078				none
61110131	10.0	6420.0		none
61110142	9.0	2790.0		none
61110146	99.0	2599.0		none
61110201		91.0		none
61110205	26800.0	4719.0	4711.0	none
61110232	500.0	8412.0		none
61110289	30.0	2512.0		none
61110311	5.0	47.0		none
61110317	7.0	2711.0	152.0	none
61110323		2451.0		none
61110357	2.0	7112.0		none
61110398	105.0	6209.0		none
61110480	643.0	7219.0		none
61110502	350.0	5229.0		none
61110572	5.0	2829.0	2899.0	none
61110578		4643.0		none
61110604	171.0	2790.0		none
61110609		91.0		none
61110612		7120.0		none
61110626		452.0		none
61110641	71.0	1721.0	4649.0	none
61110660	170000.0	4638.0		none
61110776	49.0	1392.0		none
61110871		2712.0		none
61110888	650.0	949.0		none
61110933	177.0	4673.0	222.0	none
61110967				none
61111006		692.0		none
61111130	5.0	711.0		none
61111175	5.0	4613.0		none
61111268	1800.0	3511.0	3511.0	none
61111275	2000.0	8430.0		none
61111309	5.0	4669.0	4619.0	testing
61111453		29.0		none
61111472	38.0	4669.0	2812.0	none
61111575	12.0	85.0		none
61111580	20.0	4669.0		none
61111617	117.0	2562.0		none
61111623	99.0	256.0		none
61111694		7211.0		none
61111761	4.0	475.0		none
61111782	1.0	6910.0		none
61111956	5.0	2363.0		none
61111969		712.0		none
61112057	49.0	3109.0		none
61112135	4.0	900.0		none
61112290	49.0	2894.0		none
61112448	222.0	2219.0	2573.0	none
61112494		712.0		none
61112528		4743.0		none
61112693	10.0	62.0	4643.0	none
61112721	102.0	2059.0	204.0	none
61112812	5.0	960.0		none
61112855	5.0	6832.0	6831.0	none
61113146	15.0	2561.0		none
61113168	26.0	3511.0		none
61113241	10787.0	5229.0	5210.0	none
61113324	5500.0	8542.0		none
61113366	5.0	8622.0		none
61113437	5.0	4729.0		none
61113444	5.0	620.0		none
61113462	16.0	4674.0		none
61113480		5229.0		none
61113520	209.0	4391.0		none
61113615	52.0	9601.0		none
61113625	13.0	2651.0	2790.0	none
61113667	870.0	8422.0		none
61113669	2.0	8299.0		none
61113680	1218.0	2443.0	201.0	none
61113683	5.0	8622.0		none
61113738	30.0	8610.0		none
61113860	4.0	433.0		none
61113879	23.0	2829.0	2562.0	none
61113928	1200.0	7219.0		none
61113930				none
61113945	9.0	4690.0		none
61113950		701.0		none
61113965	144.0	2814.0		none
61114044	49.0	3250.0		none
61114062	4.0	4321.0		none
61114081	138.0	2016.0		none
61114113	250.0	8899.0		none
61114174	282.0	1721.0		none
61114177	85.0	7211.0	3250.0	none
61114191	9.0	2319.0		none
61114223	175.0	2059.0	2561.0	none
61114266	36.0	2829.0		none
61114312	2.0	8020.0		none
61114364	3.0	3092.0		none
61114378		701.0		none
61114380		161.0		none
61114517	3001.0	8411.0		none
61114580		4399.0		none
61114596				none
61114752	560.0	8430.0		none
61114761	49.0	7219.0		none
61114767	4872.0	6511.0	9499.0	none
61114805	5.0	2561.0		none
61114833		4752.0		none
61114860		2790.0		none
61115008	24.0	8559.0		none
61115039		2821.0		none
61115089	19.0	4520.0		none
61115141	17.0	240.0		none
61115160	480.0	721.0		none
61115162	5.0	4669.0		none
61115269	167.0	2712.0	2651.0	none
61115357		4643.0		none
61115386		712.0		none
